home_1,home_2,link_count,num_possible,avg_link,type,home_1_number,home_2_number
dqcnc60t,dqcnc8fs,1,2,0.5,0,1,1
dqcp1yd8,dqcp4htm,1,2,0.5,0,1,1
dqcncsjr,dqcp4308,1,2,0.5,0,1,1
dqcn8zhj,dqcn8zk3,1,3,0.3333333333333333,0,2,1
dqcncueg,dqcnemb5,1,2,0.5,0,1,1
dqcp1wbz,dqcp1yty,1,2,0.5,0,1,1
dqcp38e8,dqcp4j6s,1,2,0.5,0,1,1
dqcnf591,dqcnfmt8,1,2,0.5,0,1,1
dqcnbbfn,dqcnc29k,1,3,0.3333333333333333,0,1,2
dqcng154,dqcng1mp,1,2,0.5,0,1,1
dqcnu38f,dqcnu3ep,1,2,0.5,0,1,1
dqcncscj,dqcncuc6,1,2,0.5,0,1,1
dqcncum5,dqcne3nq,1,3,0.3333333333333333,0,2,1
dqcp4j1c,dqcp4kb6,1,2,0.5,0,1,1
dqcnft8d,dqcp1bqv,1,2,0.5,0,1,1
dqcnc78y,dqcncwu0,1,2,0.5,0,1,1
dqcngjj5,dqcngn5b,1,3,0.3333333333333333,0,1,2
dqcp43hq,dqcp4kgx,1,3,0.3333333333333333,0,2,1
dqcncwqz,dqcp41gr,1,3,0.3333333333333333,0,1,2
dqcncx8t,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcnf1g9,dqcnf1qx,1,3,0.3333333333333333,0,2,1
dqcnczy0,dqcnf1vy,1,2,0.5,0,1,1
dqcnc90y,dqcncskf,1,3,0.3333333333333333,0,2,1
dqcnc2w6,dqcncsm5,2,4,0.5,0,2,2
dqcp1vgf,dqcp4q3e,1,2,0.5,0,1,1
dqcnc6ht,dqcnc6t2,1,2,0.5,0,1,1
dqcncefu,dqcncwev,1,2,0.5,0,1,1
dqcp4k3y,dqcp4k9b,1,2,0.5,0,1,1
dqcnbchw,dqcnbfrf,1,3,0.3333333333333333,0,2,1
dqcnf3uz,dqcnf6cj,1,2,0.5,0,1,1
dqcncteb,dqcnf1dm,1,2,0.5,0,1,1
dqcnfnyk,dqcp63nh,1,2,0.5,0,1,1
dqchf7jt,dqcnf1dm,1,2,0.5,0,1,1
dqcn7pg9,dqcncsm5,1,3,0.3333333333333333,0,1,2
dqcnfnd7,dqcp1bsz,1,2,0.5,0,1,1
dqcp1gmx,dqcp1gxd,1,3,0.3333333333333333,0,2,1
dqcp1cn6,dqcp4308,1,2,0.5,0,1,1
dqcng470,dqcng78d,1,2,0.5,0,1,1
dqcn8zk1,dqcnf1dm,1,2,0.5,0,1,1
dqcnfknh,dqcnfs2c,1,2,0.5,0,1,1
dqcp1xyv,dqcp3b1f,1,2,0.5,0,1,1
dqcng43b,dqcng4eh,1,2,0.5,0,1,1
dqcng154,dqcng44h,1,3,0.3333333333333333,0,1,2
dqcnctjd,dqcncx6x,1,2,0.5,0,1,1
dqcncg1n,dqcncwev,1,2,0.5,0,1,1
dqcnf69x,dqcng0fu,2,3,0.6666666666666666,0,2,1
dqcncx9f,dqcp422y,1,3,0.3333333333333333,0,2,1
dqcncf69,dqcnf1dw,1,3,0.3333333333333333,0,2,1
dqcnfsce,dqcp1gbw,1,3,0.3333333333333333,0,2,1
dqcnc86d,dqcncwqx,1,2,0.5,0,1,1
dqcne2ec,dqcp4jrz,2,3,0.6666666666666666,0,1,2
dqcng8js,dqcp428v,1,3,0.3333333333333333,0,1,2
dqcp1wwp,dqcp1yv9,1,2,0.5,0,1,1
dqcnc9vy,dqcncx46,1,3,0.3333333333333333,0,1,2
dqcng0f7,dqcng44h,2,4,0.5,0,2,2
dqcng1mp,dqcng4dt,1,2,0.5,0,1,1
dqcp1vqv,dqcp1wft,1,2,0.5,0,1,1
dqcng0f7,dqcng0g7,1,4,0.25,0,2,2
dqcncuc6,dqcnf457,2,3,0.6666666666666666,0,1,2
dqcnbchw,dqcnc89v,1,3,0.3333333333333333,0,2,1
dqcnf69x,dqcnft83,1,3,0.3333333333333333,0,2,1
dqcnc78x,dqcnc7bd,1,2,0.5,0,1,1
dqcncf69,dqcncgvu,1,3,0.3333333333333333,0,2,1
dqcncf22,dqcnfmdf,1,4,0.25,0,3,1
dqcp1wg7,dqcp1z6j,1,2,0.5,0,1,1
dqcnc6vt,dqcnfpuy,1,2,0.5,0,1,1
dqcncf69,dqcncssk,1,3,0.3333333333333333,0,2,1
dqcp38p3,dqcp4j6g,1,3,0.3333333333333333,0,2,1
dqcncu6h,dqcnentd,1,2,0.5,0,1,1
dqcncc20,dqcnfpsw,1,3,0.3333333333333333,0,2,1
dqcn9rqs,dqcnc54d,1,2,0.5,0,1,1
dqcnc6tb,dqcnc954,1,3,0.3333333333333333,0,2,1
dqcncc48,dqcncv9e,1,2,0.5,0,1,1
dqcnfs2c,dqcngmjh,1,2,0.5,0,1,1
dqcp4jjg,dqcp4ndf,1,2,0.5,0,1,1
dqcp1yek,dqcp4ndf,2,3,0.6666666666666666,0,2,1
dqcp1gtj,dqcp4jrz,1,3,0.3333333333333333,0,1,2
dqcne1qu,dqcp4qe6,1,2,0.5,0,1,1
dqcnczy0,dqcp1gmz,1,3,0.3333333333333333,0,1,2
dqcp1wg7,dqcp4nfx,1,2,0.5,0,1,1
dqcng0rh,dqcng1s7,1,2,0.5,0,1,1
dqcp1gxe,dqcp4jwn,1,3,0.3333333333333333,0,1,2
dqcnfedg,dqcngjj5,1,2,0.5,0,1,1
dqcncb28,dqcncc0x,1,2,0.5,0,1,1
dqcp4jxf,dqcp4m8p,2,3,0.6666666666666666,0,2,1
dqcnct7c,dqcncxy1,1,2,0.5,0,1,1
dqcng0dh,dqcng44h,2,4,0.5,0,2,2
dqcp1cqm,dqcp4hyx,1,2,0.5,0,1,1
dqcng6jx,dqcng6z4,1,2,0.5,0,1,1
dqcnc9vh,dqcncvh1,1,3,0.3333333333333333,0,2,1
dqcng1mp,dqcng23k,1,2,0.5,0,1,1
dqcnc3w0,dqcnc78q,1,2,0.5,0,1,1
dqcnf1dq,dqcnf6cj,1,2,0.5,0,1,1
dqcnc4u8,dqcnc5hk,2,4,0.5,0,2,2
dqcne4gx,dqcnfcm5,2,4,0.5,0,2,2
dqcnfbjn,dqcng0g7,1,3,0.3333333333333333,0,1,2
dqcng0u7,dqcng74n,1,2,0.5,0,1,1
dqcnf19v,dqcnf559,1,2,0.5,0,1,1
dqcncc48,dqcnckxk,1,2,0.5,0,1,1
dqcp1zd0,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcp1vgf,dqcp1zyx,1,2,0.5,0,1,1
dqcncvkb,dqcp41gx,1,2,0.5,0,1,1
dqcp1wg7,dqcp1yty,1,2,0.5,0,1,1
dqcnc78q,dqcncrpy,1,2,0.5,0,1,1
dqcnbchx,dqcnc4u8,1,3,0.3333333333333333,0,1,2
dqcp1wbv,dqcp4jqh,1,2,0.5,0,1,1
dqcp47ch,dqcp4jxf,2,5,0.4,0,3,2
dqcp1gxd,dqcp4kkr,1,2,0.5,0,1,1
dqcncesv,dqcncfqr,1,2,0.5,0,1,1
dqcnur4h,dqcp4kb6,1,2,0.5,0,1,1
dqcp1w3h,dqcp1w3j,2,3,0.6666666666666666,1,1,2
dqcp1vqh,dqcp4h0z,1,2,0.5,0,1,1
dqcp1u7j,dqcp1yv9,1,2,0.5,0,1,1
dqcnur4h,dqcp4jrz,1,3,0.3333333333333333,0,1,2
dqcnbbds,dqcnu38f,1,2,0.5,0,1,1
dqcn7m93,dqcnfwk3,1,2,0.5,0,1,1
dqcnc7mc,dqcncmz6,1,3,0.3333333333333333,0,1,2
dqcncep4,dqcnf1dq,1,2,0.5,0,1,1
dqcnc8sm,dqcncdq7,1,5,0.2,0,3,2
dqcp1yek,dqcp4h0z,1,3,0.3333333333333333,0,2,1
dqcnf6gf,dqcp428v,2,3,0.6666666666666666,0,1,2
dqcnc6tb,dqcnc7q6,1,3,0.3333333333333333,0,2,1
dqcp1zbb,dqcp1zc5,2,3,0.6666666666666666,0,2,1
dqcnc78q,dqcng4dv,1,2,0.5,0,1,1
dqcncxbg,dqcncxk2,1,2,0.5,0,1,1
dqcng23k,dqcng28v,1,2,0.5,0,1,1
dqcnbchv,dqcncvh1,1,2,0.5,0,1,1
dqcngmd5,dqcngqhc,1,2,0.5,0,1,1
dqcnctbb,dqcnczwn,1,4,0.25,0,3,1
dqcnf1dt,dqcnf1dw,2,3,0.6666666666666666,1,2,1
dqcp1gtx,dqcp4hyx,1,3,0.3333333333333333,0,2,1
dqcncwfq,dqcnf1dm,1,2,0.5,0,1,1
dqcp1ydc,dqcp3b1f,1,2,0.5,0,1,1
dqcnc8hf,dqcncxsz,1,3,0.3333333333333333,0,1,2
dqcngktv,dqcngrp5,1,2,0.5,0,1,1
dqcnc2sy,dqcnc60q,1,3,0.3333333333333333,0,1,2
dqcnf1dq,dqcnf1dt,2,3,0.6666666666666666,0,1,2
dqcncfjz,dqcncsjm,1,3,0.3333333333333333,0,1,2
dqcncxsz,dqcp1cn6,1,3,0.3333333333333333,0,2,1
dqcncsjm,dqcnf8m7,1,3,0.3333333333333333,0,2,1
dqcp1wg8,dqcp1zc5,1,3,0.3333333333333333,0,2,1
dqcnemb5,dqcnfqsr,1,2,0.5,0,1,1
dqcnfgpp,dqcnfgqb,1,2,0.5,0,1,1
dqcnfkjb,dqcnfs2t,1,2,0.5,0,1,1
dqcnc8ft,dqcnc90y,2,3,0.6666666666666666,0,1,2
dqcnc54d,dqcnc6ex,1,2,0.5,0,1,1
dqcnc1pu,dqcnc1pz,1,2,0.5,0,1,1
dqcp4hyx,dqcp4qdb,1,2,0.5,0,1,1
dqcncu6f,dqcne1n4,1,2,0.5,0,1,1
dqcnbbzc,dqcnc2x9,1,2,0.5,0,1,1
dqcne1qu,dqcp1wk6,1,2,0.5,0,1,1
dqcng237,dqcng72t,2,3,0.6666666666666666,0,1,2
dqcnfb0s,dqcp1gtx,1,3,0.3333333333333333,0,1,2
dqcnc5f6,dqcnct6k,1,2,0.5,0,1,1
dqcncssk,dqcndtz5,1,2,0.5,0,1,1
dqcncw8h,dqcnfwg0,1,3,0.3333333333333333,0,1,2
dqcnfqsr,dqcp1byt,1,2,0.5,0,1,1
dqcn7m99,dqcnc29k,1,3,0.3333333333333333,0,1,2
dqcng718,dqcng78d,1,2,0.5,0,1,1
dqcnct39,dqcncwu0,1,2,0.5,0,1,1
dqcnctxx,dqcncy07,1,2,0.5,0,1,1
dqcp3b1m,dqcp4j6g,1,2,0.5,0,1,1
dqcnf1rv,dqcnf591,2,3,0.6666666666666666,0,2,1
dqcp4kbs,dqcp4m8p,1,2,0.5,0,1,1
dqcnbbfn,dqcnc00p,1,3,0.3333333333333333,0,1,2
dqcnf6cf,dqcnf6sc,1,2,0.5,0,1,1
dqcncgn8,dqcngf7g,1,3,0.3333333333333333,0,2,1
dqcn9rcp,dqcnc6tb,1,3,0.3333333333333333,0,1,2
dqcp1z1b,dqcp3b1f,1,2,0.5,0,1,1
dqcp1vtu,dqcp4njf,1,2,0.5,0,1,1
dqcnc9vh,dqcnckxk,1,3,0.3333333333333333,0,2,1
dqcp1ydc,dqcp1ym5,1,2,0.5,0,1,1
dqcncv69,dqcnfedt,1,3,0.3333333333333333,0,2,1
dqcnc758,dqcncf22,1,4,0.25,0,1,3
dqcncb28,dqcnf47s,1,2,0.5,0,1,1
dqcnf3uz,dqcnf6h2,2,3,0.6666666666666666,1,1,2
dqcp32pb,dqcp32pc,1,2,0.5,1,1,1
dqcp1gbd,dqcp1gc5,1,2,0.5,0,1,1
dqcnc7y0,dqcne0em,2,3,0.6666666666666666,0,1,2
dqcnft8d,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcnbbe7,dqcnbfjy,1,2,0.5,0,1,1
dqcng4dv,dqcngf7g,1,2,0.5,0,1,1
dqcnc78q,dqcncu6h,1,2,0.5,0,1,1
dqcnczy0,dqcnfnyk,1,2,0.5,0,1,1
dqcnfpuy,dqcp4kbs,1,2,0.5,0,1,1
dqcnf4v1,dqcnf523,1,2,0.5,0,1,1
dqcnfnyk,dqcnfpuy,1,2,0.5,0,1,1
dqcjghk2,dqcn9rge,1,2,0.5,0,1,1
dqcp1zvd,dqcp4m5p,1,2,0.5,0,1,1
dqcncueg,dqcnu72d,1,2,0.5,1,1,1
dqcncs26,dqcne1n4,1,3,0.3333333333333333,0,2,1
dqcp407q,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcn9xf1,dqcncvvc,1,2,0.5,0,1,1
dqcn9w6w,dqcn9xym,1,2,0.5,0,1,1
dqcj6v1f,dqcncedr,1,2,0.5,0,1,1
dqcncs26,dqcncteb,2,3,0.6666666666666666,0,2,1
dqcn9w6w,dqcnc60q,2,3,0.6666666666666666,0,1,2
dqcnfpuy,dqcp19wu,1,2,0.5,0,1,1
dqcncfq5,dqcnckwe,1,2,0.5,0,1,1
dqcncb21,dqcncdq7,1,3,0.3333333333333333,0,1,2
dqcnbbup,dqcnc4u8,1,4,0.25,0,2,2
dqcnc86d,dqcncd9k,1,2,0.5,0,1,1
dqcnc6ex,dqcne1n4,1,2,0.5,0,1,1
dqcnfgqb,dqcng262,1,2,0.5,0,1,1
dqcp1wft,dqcp4jqx,1,2,0.5,0,1,1
dqcn7m93,dqcp1gtj,1,2,0.5,0,1,1
dqcj6v1f,dqcnu38f,1,2,0.5,0,1,1
dqcnc954,dqcndqu3,1,2,0.5,0,1,1
dqcnfsbj,dqcnfss1,1,2,0.5,0,1,1
dqcn7mgx,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcncu6h,dqcp1w3j,2,3,0.6666666666666666,0,1,2
dqcnc90y,dqcnc9vh,1,4,0.25,0,2,2
dqcnc54d,dqcnc8h1,1,2,0.5,0,1,1
dqcnc778,dqcne0em,2,3,0.6666666666666666,0,1,2
dqcncsjr,dqcnf1dm,1,2,0.5,0,1,1
dqcp4jqx,dqcp4m5p,1,2,0.5,0,1,1
dqcnfb0s,dqcngfnt,1,2,0.5,0,1,1
dqcnbbe7,dqcnu3ep,1,2,0.5,0,1,1
dqcncvxw,dqcnfq1p,1,2,0.5,0,1,1
dqcnfcrg,dqcng331,1,2,0.5,0,1,1
dqcng06w,dqcng1mp,1,4,0.25,0,3,1
dqcnc61s,dqcnc61t,1,2,0.5,0,1,1
dqcncqmm,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcn8zk3,dqcp1byt,1,2,0.5,0,1,1
dqcp41er,dqcp4ndn,1,2,0.5,0,1,1
dqcnc8f8,dqcncv69,1,3,0.3333333333333333,0,1,2
dqcncfjz,dqcnct3e,1,2,0.5,0,1,1
dqcnbbdk,dqcnbbdt,1,2,0.5,0,1,1
dqcnfss1,dqcnft89,1,2,0.5,0,1,1
dqcp4hjy,dqcp4jy6,1,2,0.5,0,1,1
dqcnc5ht,dqcndypc,1,2,0.5,0,1,1
dqcp40cq,dqcp4nfx,1,3,0.3333333333333333,0,2,1
dqcn9pzt,dqcncwc5,1,4,0.25,0,1,3
dqcp4jqx,dqcp4jwn,1,3,0.3333333333333333,0,1,2
dqcp1yv9,dqcp4hyd,1,2,0.5,0,1,1
dqcnbbzc,dqcnc1pz,1,2,0.5,0,1,1
dqcng43b,dqcng4ep,1,2,0.5,0,1,1
dqcnenmf,dqcng0dh,4,4,1.0,0,2,2
dqcncvkb,dqcncxuy,1,2,0.5,0,1,1
dqcncum1,dqcne3nq,1,2,0.5,0,1,1
dqcncc3q,dqcncdmb,1,2,0.5,0,1,1
dqcncum1,dqcnfnyk,1,2,0.5,0,1,1
dqcnc5hs,dqcne0em,1,3,0.3333333333333333,0,1,2
dqcn8zhn,dqcp40cq,2,3,0.6666666666666666,0,1,2
dqcnc77d,dqcp63nh,1,2,0.5,0,1,1
dqcncx46,dqcnfnyk,1,3,0.3333333333333333,0,2,1
dqcn71f0,dqcp1vtu,1,2,0.5,0,1,1
dqcncgn8,dqcp4308,1,3,0.3333333333333333,0,2,1
dqcn9xzg,dqcp41er,1,2,0.5,0,1,1
dqcnf6ew,dqcnfbsb,1,2,0.5,0,1,1
dqcp1gqn,dqcp412g,1,2,0.5,0,1,1
dqcnc61t,dqcnce4u,1,2,0.5,0,1,1
dqcp1ym5,dqcp1zbb,1,3,0.3333333333333333,0,1,2
dqcnczwn,dqcngj60,1,3,0.3333333333333333,0,1,2
dqcn9xvx,dqcng1pe,1,3,0.3333333333333333,0,1,2
dqcp1z1b,dqcp3bw4,1,3,0.3333333333333333,0,1,2
dqcnfsce,dqcp1gmz,1,4,0.25,0,2,2
dqcnc5hk,dqcnctex,1,3,0.3333333333333333,0,2,1
dqcp1z8f,dqcp3bq1,1,2,0.5,0,1,1
dqcncgn8,dqcnf5vu,1,3,0.3333333333333333,0,2,1
dqcnf1qz,dqcnfmdf,1,2,0.5,0,1,1
dqcp1zc5,dqcp1zyx,1,2,0.5,0,1,1
dqcp1m1z,dqcp1m3b,1,2,0.5,0,1,1
dqcnfgqb,dqcng43c,1,2,0.5,0,1,1
dqcn9xf0,dqcncv3h,1,3,0.3333333333333333,0,2,1
dqcp1ys8,dqcp4hjy,1,2,0.5,0,1,1
dqcncum1,dqcncum3,1,2,0.5,0,1,1
dqcnfkys,dqcp1w2z,1,3,0.3333333333333333,0,1,2
dqcng57p,dqcng74n,1,2,0.5,0,1,1
dqcp1yv9,dqcp4kgd,1,3,0.3333333333333333,0,1,2
dqcncq72,dqcnctbb,1,4,0.25,0,1,3
dqcnenmf,dqcngrp5,2,3,0.6666666666666666,0,2,1
dqcne0v2,dqcngqwq,2,3,0.6666666666666666,0,2,1
dqcnctb3,dqcp5pcs,1,2,0.5,0,1,1
dqcp4jrz,dqcp4qdb,2,3,0.6666666666666666,0,2,1
dqcp1xgz,dqcp1yty,1,2,0.5,0,1,1
dqcnc22e,dqcnc86d,1,2,0.5,0,1,1
dqcn9xf0,dqcnfq8d,1,3,0.3333333333333333,0,2,1
dqcnc8bt,dqcncmv4,1,3,0.3333333333333333,0,1,2
dqcn9r0y,dqcnfbhu,1,3,0.3333333333333333,0,2,1
dqcnc61t,dqcncb28,1,2,0.5,0,1,1
dqcnbchm,dqcnc8h1,1,2,0.5,0,1,1
dqcndyu4,dqcnfmdf,1,2,0.5,0,1,1
dqcp412g,dqcp412q,1,2,0.5,0,1,1
dqcncv9s,dqcncwev,1,2,0.5,0,1,1
dqcp1gmx,dqcp41er,1,3,0.3333333333333333,0,2,1
dqcp4k9b,dqcp4qe3,1,2,0.5,0,1,1
dqcnc0y3,dqcnc2x9,1,2,0.5,0,1,1
dqcp1gxv,dqcp1yek,1,3,0.3333333333333333,0,1,2
dqcncv9e,dqcncx9f,1,3,0.3333333333333333,0,1,2
dqcng0x0,dqcng43b,1,2,0.5,0,1,1
dqcp4m5p,dqcp4mkt,1,2,0.5,0,1,1
dqcncwev,dqcp1c62,1,2,0.5,0,1,1
dqcnctve,dqcp412g,1,2,0.5,0,1,1
dqcn7m93,dqcncwjy,1,2,0.5,0,1,1
dqcncvkb,dqcp1bqv,1,2,0.5,0,1,1
dqcne0v8,dqcnenmf,2,3,0.6666666666666666,0,1,2
dqcncssk,dqcnfshh,1,2,0.5,0,1,1
dqcnc2x9,dqcncxvc,1,3,0.3333333333333333,0,1,2
dqcp41gr,dqcp4ne6,1,3,0.3333333333333333,0,2,1
dqcp1vgf,dqcp4j6g,1,2,0.5,0,1,1
dqcp1ydc,dqcp1zzd,1,3,0.3333333333333333,0,1,2
dqcp1sdg,dqcp1yty,1,2,0.5,0,1,1
dqcnur4h,dqcp4qsd,1,2,0.5,0,1,1
dqcncefu,dqcnct3e,1,2,0.5,0,1,1
dqcng4ss,dqcngrp5,1,2,0.5,0,1,1
dqcnfbjn,dqcnfcm5,1,3,0.3333333333333333,0,1,2
dqcnc8bt,dqcnfq6w,1,2,0.5,0,1,1
dqcp1yek,dqcp4kgd,1,4,0.25,0,2,2
dqcp1zc5,dqcp387x,1,2,0.5,0,1,1
dqcp1erh,dqcp4h0z,1,2,0.5,0,1,1
dqcnc5hs,dqcnc8bt,1,2,0.5,0,1,1
dqcnf69x,dqcng1s7,1,3,0.3333333333333333,0,2,1
dqcp407q,dqcp4kb6,1,2,0.5,0,1,1
dqcncf22,dqcncvkb,1,4,0.25,0,3,1
dqcnfgqb,dqcngjhn,1,2,0.5,0,1,1
dqcnc5f8,dqcnc63u,1,2,0.5,0,1,1
dqcnctxj,dqcncvkb,1,2,0.5,0,1,1
dqcnc0y3,dqcnc1pu,1,2,0.5,0,1,1
dqcn7m99,dqcnc61t,1,2,0.5,0,1,1
dqcnf5vu,dqcnfpjj,1,2,0.5,0,1,1
dqcnc2sv,dqcnc778,1,2,0.5,0,1,1
dqcnc2w6,dqcncc20,2,4,0.5,0,2,2
dqcneksd,dqcnfcm5,2,3,0.6666666666666666,0,1,2
dqcnc48z,dqcnc6uw,1,2,0.5,0,1,1
dqcp4kg7,dqcp4kgd,2,3,0.6666666666666666,0,1,2
dqcne4gy,dqcnfb0s,1,2,0.5,0,1,1
dqcp4j6s,dqcp4m4s,1,2,0.5,0,1,1
dqcp1xyy,dqcp1zvd,1,2,0.5,0,1,1
dqcnffyj,dqcng4v0,1,2,0.5,0,1,1
dqcnbbwp,dqcnc954,1,2,0.5,0,1,1
dqcncw84,dqcp412q,1,2,0.5,0,1,1
dqcp1wg8,dqcp1wk6,1,3,0.3333333333333333,0,2,1
dqcp1y22,dqcp4jjg,1,2,0.5,0,1,1
dqcncssk,dqcne1n4,1,2,0.5,0,1,1
dqcp1gtx,dqcp1sdg,1,3,0.3333333333333333,0,2,1
dqcp1x5h,dqcp38qj,1,2,0.5,0,1,1
dqcnc1m7,dqcnc3fk,1,2,0.5,0,1,1
dqcnbbdk,dqcnbbzc,1,2,0.5,0,1,1
dqcncuc6,dqcncvy1,1,3,0.3333333333333333,0,1,2
dqcnf8m7,dqcngn5b,1,3,0.3333333333333333,0,1,2
dqcnc6vt,dqcnce4u,1,2,0.5,0,1,1
dqcp3853,dqcp4qe3,1,2,0.5,0,1,1
dqcp41gx,dqcp4kg7,1,2,0.5,0,1,1
dqcncf69,dqcncv9s,1,3,0.3333333333333333,0,2,1
dqcndqu3,dqcnfbhv,1,2,0.5,0,1,1
dqcnc8bt,dqcnfqeh,1,2,0.5,0,1,1
dqcp4h0y,dqcp4htm,1,2,0.5,0,1,1
dqcn7m93,dqcnfkkm,1,2,0.5,0,1,1
dqcng2bf,dqcng331,1,4,0.25,0,3,1
dqcnemb5,dqcng0f7,1,3,0.3333333333333333,0,1,2
dqcp1rx0,dqcp1wbv,1,2,0.5,0,1,1
dqchf7jt,dqcnc7q6,1,2,0.5,0,1,1
dqcncssg,dqcp4hvf,1,2,0.5,0,1,1
dqcng470,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcn9rqs,dqcn9xvx,1,2,0.5,0,1,1
dqcnc2dd,dqcnfbhu,1,2,0.5,0,1,1
dqcp4hjy,dqcp4m4s,1,2,0.5,0,1,1
dqcnfpuz,dqcnfqsr,1,2,0.5,0,1,1
dqcnf1dm,dqcnf47s,1,2,0.5,0,1,1
dqcnf6cf,dqcnf6cj,1,2,0.5,1,1,1
dqcp1yd8,dqcp1z6r,1,2,0.5,0,1,1
dqcncsvg,dqcncteb,1,2,0.5,0,1,1
dqcnf3uz,dqcnf77r,1,2,0.5,0,1,1
dqcng57p,dqcngnx2,1,2,0.5,0,1,1
dqcp1gtx,dqcp1wg8,1,4,0.25,0,2,2
dqcp1gsz,dqcp45kp,1,2,0.5,0,1,1
dqcncwc5,dqcng0g7,1,5,0.2,0,3,2
dqcncjfc,dqcnctzd,1,2,0.5,0,1,1
dqcnczy0,dqcnf54m,1,2,0.5,0,1,1
dqcngmd5,dqcp1suq,1,2,0.5,0,1,1
dqcng0rz,dqcngmjh,1,2,0.5,0,1,1
dqcnc758,dqcnc78x,1,2,0.5,0,1,1
dqcncv3h,dqcnfnd7,1,2,0.5,0,1,1
dqcnf1qx,dqcnf54m,1,2,0.5,0,1,1
dqcnc8sm,dqcng154,1,4,0.25,0,3,1
dqcp1gtj,dqcp41g5,1,2,0.5,0,1,1
dqcnc5hk,dqcnc5ht,2,3,0.6666666666666666,0,2,1
dqcng331,dqcng6z4,1,2,0.5,0,1,1
dqcp1gsz,dqcp1z1b,1,2,0.5,0,1,1
dqcncmz6,dqcncx46,1,4,0.25,0,2,2
dqcnctxj,dqcncy07,1,2,0.5,0,1,1
dqcnc61t,dqcncywq,1,2,0.5,0,1,1
dqcp1gtx,dqcp478m,1,3,0.3333333333333333,0,2,1
dqcnc29k,dqcnc4u8,1,4,0.25,0,2,2
dqcp1gc5,dqcp1u1b,1,2,0.5,0,1,1
dqcp473c,dqcp4hth,1,2,0.5,0,1,1
dqcnctzd,dqcnfbsb,1,2,0.5,0,1,1
dqcnc9vh,dqcndqu3,1,3,0.3333333333333333,0,2,1
dqcp1vqv,dqcp47ch,2,4,0.5,0,1,3
dqcnf3uz,dqcnf6cg,1,2,0.5,0,1,1
dqcnctxx,dqcncxbg,1,2,0.5,0,1,1
dqcp1wft,dqcp1z1c,1,2,0.5,0,1,1
dqcncssk,dqcncvy1,1,3,0.3333333333333333,0,1,2
dqcp1vtu,dqcp1wft,1,2,0.5,0,1,1
dqcnc78x,dqcnc78z,1,2,0.5,0,1,1
dqcndqu3,dqcnfbhu,1,2,0.5,0,1,1
dqcn9xym,dqcnc8hf,1,2,0.5,0,1,1
dqcnckm5,dqcne2cx,1,2,0.5,0,1,1
dqcncvvc,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcnf6h2,dqcnf73e,2,3,0.6666666666666666,0,2,1
dqcne2cx,dqcnfs2c,1,2,0.5,0,1,1
dqcp1gbw,dqcp4m5p,1,2,0.5,0,1,1
dqcnf79h,dqcnfwk3,1,2,0.5,0,1,1
dqcp4ndf,dqcp4qe4,1,2,0.5,0,1,1
dqcnc78q,dqcnf19v,1,2,0.5,0,1,1
dqcnctvk,dqcncx46,1,3,0.3333333333333333,0,1,2
dqcp1w2z,dqcp1w3h,1,3,0.3333333333333333,0,2,1
dqcp1ym5,dqcp4jqx,1,2,0.5,0,1,1
dqcnbfrf,dqcnc954,1,2,0.5,0,1,1
dqcng0f7,dqcng5t4,1,4,0.25,0,2,2
dqcnf457,dqcnf559,1,3,0.3333333333333333,0,2,1
dqcnctbb,dqcnf457,2,5,0.4,0,3,2
dqcnc60q,dqcnc6ex,1,3,0.3333333333333333,0,2,1
dqcp1zbb,dqcp4njf,1,3,0.3333333333333333,0,2,1
dqcn8zh5,dqcnc0tr,1,2,0.5,0,1,1
dqcng0u7,dqcng0ue,1,2,0.5,1,1,1
dqcjghk2,dqcnc2n6,1,2,0.5,0,1,1
dqcnc2dd,dqcne2cx,1,2,0.5,0,1,1
dqcnc8sm,dqcng3b4,1,4,0.25,0,3,1
dqcp1vqv,dqcp4kgd,1,3,0.3333333333333333,0,1,2
dqcnbbwp,dqcnc0gn,1,2,0.5,0,1,1
dqcnfgqb,dqcngrp5,1,2,0.5,0,1,1
dqcnc89v,dqcncv9e,1,2,0.5,0,1,1
dqcnfkw0,dqcp4qwr,1,2,0.5,0,1,1
dqcnc149,dqcnc2n6,1,2,0.5,0,1,1
dqcnczy0,dqcp1erh,1,2,0.5,0,1,1
dqcn7m99,dqcnc1pz,1,2,0.5,0,1,1
dqcnc7bc,dqcnc7bd,1,2,0.5,0,1,1
dqcp4hth,dqcp4htm,1,2,0.5,0,1,1
dqcncd0f,dqcncf0r,1,2,0.5,0,1,1
dqcncefg,dqcncg1n,1,2,0.5,0,1,1
dqcncmz6,dqcnctm3,1,3,0.3333333333333333,0,2,1
dqcnf1dm,dqcngf7g,1,2,0.5,0,1,1
dqcncf22,dqcndyu4,1,4,0.25,0,3,1
