home_1,home_2,link_count,num_possible,avg_link,type,home_1_number,home_2_number
dqcnft83,dqcng2bf,2,4,0.5,0,1,3
dqcne28u,dqcnf5du,1,2,0.5,0,1,1
dqcncvy1,dqcnfpsw,1,3,0.3333333333333333,0,2,1
dqcp4qe4,dqcp5pcs,1,2,0.5,0,1,1
dqcnc54d,dqcnc60q,2,3,0.6666666666666666,0,1,2
dqcne1qu,dqcp47ch,3,4,0.75,0,1,3
dqcnbbds,dqcnbbdt,1,2,0.5,0,1,1
dqcnf1qz,dqcnfss0,1,4,0.25,0,1,3
dqcnc05j,dqcnc8h1,1,2,0.5,0,1,1
dqcnfedg,dqcnfq16,1,2,0.5,0,1,1
dqcnbbe7,dqcnc5ht,1,2,0.5,0,1,1
dqcnc5hk,dqcncgsj,1,3,0.3333333333333333,0,2,1
dqcncf6e,dqcncwjy,1,2,0.5,0,1,1
dqcnce4u,dqcncum5,1,3,0.3333333333333333,0,1,2
dqcp1hzh,dqcp1m1z,2,3,0.6666666666666666,0,2,1
dqcp1wft,dqcp4jjg,1,2,0.5,0,1,1
dqcp1zc5,dqcp1zd0,1,2,0.5,0,1,1
dqcncuc6,dqcncv9e,1,2,0.5,0,1,1
dqcp1wg7,dqcp4jqh,1,2,0.5,0,1,1
dqcncwc5,dqcnfmyp,1,4,0.25,0,3,1
dqcnc7hq,dqcnfnyk,1,3,0.3333333333333333,0,2,1
dqcnf794,dqcnfq6w,1,2,0.5,0,1,1
dqcnfuug,dqcng6jx,1,3,0.3333333333333333,0,2,1
dqcp4jqx,dqcp4k9b,1,2,0.5,0,1,1
dqcp38qj,dqcp3b1f,1,2,0.5,0,1,1
dqcnfq8d,dqcp41er,1,2,0.5,0,1,1
dqcp1yty,dqcp4jxf,2,3,0.6666666666666666,0,1,2
dqcnfw7d,dqcng2bf,2,4,0.5,0,1,3
dqcncgpy,dqcnft8d,1,2,0.5,0,1,1
dqcnc0u1,dqcnc0vg,1,2,0.5,0,1,1
dqcncg1n,dqcnf1g9,1,3,0.3333333333333333,0,1,2
dqcnc86d,dqcndv2p,1,2,0.5,0,1,1
dqcncc20,dqcnct3e,2,3,0.6666666666666666,0,2,1
dqcncw8h,dqcne1n4,1,2,0.5,0,1,1
dqcnfkw0,dqcp3b1m,1,2,0.5,0,1,1
dqcnc1pz,dqcp40qh,1,2,0.5,0,1,1
dqcnf1dq,dqcp15r0,1,2,0.5,0,1,1
dqcncb27,dqcncb28,1,2,0.5,0,1,1
dqcjghk2,dqcncskf,1,2,0.5,0,1,1
dqcp1z73,dqcp32jq,1,2,0.5,0,1,1
dqcnc2w6,dqcnct39,2,3,0.6666666666666666,0,2,1
dqcncsm5,dqcnf8m7,1,3,0.3333333333333333,0,2,1
dqcp47ch,dqcp4jrz,4,5,0.8,0,3,2
dqcnf1qz,dqcnfkkm,1,2,0.5,0,1,1
dqcn7m99,dqcnc60q,2,3,0.6666666666666666,0,1,2
dqcncvy0,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcncc0x,dqcnf54m,1,2,0.5,0,1,1
dqcnfpuy,dqcp1gsz,1,2,0.5,0,1,1
dqcp1gtj,dqcp1wk6,1,2,0.5,0,1,1
dqcp1gtj,dqcp1vqv,1,2,0.5,0,1,1
dqcn7m93,dqcnczwn,1,2,0.5,0,1,1
dqcng4sg,dqcng4th,1,2,0.5,0,1,1
dqcnc6tb,dqcncvvc,1,3,0.3333333333333333,0,2,1
dqcp1vgf,dqcp478m,1,2,0.5,0,1,1
dqcncs26,dqcnf1dq,1,3,0.3333333333333333,0,2,1
dqcp1wbv,dqcp1zc5,1,2,0.5,0,1,1
dqcnc778,dqcnd3zv,1,2,0.5,0,1,1
dqcp1cn6,dqcp40cq,1,3,0.3333333333333333,0,1,2
dqcnc1pu,dqcnct3d,1,2,0.5,0,1,1
dqcnc1pu,dqcncuc6,1,2,0.5,0,1,1
dqcn8zk3,dqcp1erh,1,2,0.5,0,1,1
dqcnc149,dqcnc2w6,2,3,0.6666666666666666,0,1,2
dqcp1zzd,dqcp4nfx,2,3,0.6666666666666666,0,2,1
dqcng0x0,dqcng1mm,1,2,0.5,0,1,1
dqcng0u7,dqcng2bf,2,4,0.5,0,1,3
dqcnc9vh,dqcncc20,2,4,0.5,0,2,2
dqcn9xvx,dqcnc29k,2,3,0.6666666666666666,0,1,2
dqcncv9e,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcnfkng,dqcnfs2t,1,2,0.5,0,1,1
dqcj6nub,dqcnc6vt,1,2,0.5,0,1,1
dqcp1cn6,dqcp43hm,1,2,0.5,0,1,1
dqcncvy0,dqcnfss0,2,4,0.5,0,1,3
dqcjghk2,dqcnc86d,1,2,0.5,0,1,1
dqcncvhv,dqcncxuy,1,2,0.5,0,1,1
dqcnc54d,dqcnc7bd,1,2,0.5,0,1,1
dqcncrp5,dqcncx46,2,3,0.6666666666666666,0,1,2
dqcnbbdt,dqcnd3zv,1,2,0.5,0,1,1
dqcner0s,dqcnfqc3,1,3,0.3333333333333333,0,1,2
dqcnc2x9,dqcncv53,1,2,0.5,0,1,1
dqcp1rzr,dqcp32pb,1,2,0.5,0,1,1
dqcp1wft,dqcp1wg8,1,3,0.3333333333333333,0,1,2
dqcnf6h2,dqcp1erh,2,3,0.6666666666666666,0,2,1
dqcnc2w6,dqcnf1dm,1,3,0.3333333333333333,0,2,1
dqcnfkw0,dqcp1wft,1,2,0.5,0,1,1
dqcnc60t,dqcncdmb,1,2,0.5,0,1,1
dqcjghk2,dqcnc61t,1,2,0.5,0,1,1
dqcngm6r,dqcngqwq,1,3,0.3333333333333333,0,2,1
dqcnfkw0,dqcp47ch,2,4,0.5,0,1,3
dqcncmz6,dqcnctzd,1,3,0.3333333333333333,0,2,1
dqcnczwn,dqcnfq8d,1,2,0.5,0,1,1
dqcn9xvx,dqcnbc4x,1,2,0.5,0,1,1
dqcncb2h,dqcndte4,1,2,0.5,0,1,1
dqcnc60t,dqcnc7hq,2,3,0.6666666666666666,0,1,2
dqcn9w6w,dqcnc90y,1,3,0.3333333333333333,0,1,2
dqcnc77d,dqcncd0f,1,2,0.5,0,1,1
dqcp4hjy,dqcp4qdb,1,2,0.5,0,1,1
dqcp1gmz,dqcp1sdg,1,3,0.3333333333333333,0,2,1
dqcncf0r,dqcncf22,3,4,0.75,0,1,3
dqcnctvk,dqcnfpuz,1,2,0.5,0,1,1
dqcnfmdf,dqcng4fg,1,2,0.5,0,1,1
dqcp1hzh,dqcp1m3b,2,3,0.6666666666666666,1,2,1
dqcp1zyx,dqcp4q3e,1,2,0.5,0,1,1
dqcnc6uw,dqcncum5,1,3,0.3333333333333333,0,1,2
dqcng72t,dqcngqhc,1,3,0.3333333333333333,0,2,1
dqcng0dh,dqcng4v0,1,3,0.3333333333333333,0,2,1
dqcn7m93,dqcncgqt,1,2,0.5,0,1,1
dqcnbbfn,dqcnbchw,1,3,0.3333333333333333,0,1,2
dqcp1wg7,dqcp1yek,2,3,0.6666666666666666,0,1,2
dqcnc1j2,dqcnc8h1,1,2,0.5,0,1,1
dqcp1yv9,dqcp4nhc,1,2,0.5,0,1,1
dqcng0qg,dqcng0rz,1,2,0.5,0,1,1
dqcncvy0,dqcng5m0,1,3,0.3333333333333333,0,1,2
dqcn9rge,dqcncs1c,1,2,0.5,0,1,1
dqcne1qu,dqcp4jjg,1,2,0.5,0,1,1
dqcp4m8p,dqcp4p1r,1,2,0.5,0,1,1
dqcp1zzd,dqcp38jd,1,3,0.3333333333333333,0,2,1
dqcnc89v,dqcne0em,1,3,0.3333333333333333,0,1,2
dqcn9xvx,dqcnc20z,1,2,0.5,0,1,1
dqcncefg,dqcncgqt,1,2,0.5,0,1,1
dqcnc1pu,dqcng1pe,1,3,0.3333333333333333,0,1,2
dqcp1gbd,dqcp1yv9,1,2,0.5,0,1,1
dqcp1w2z,dqcp1w9k,1,3,0.3333333333333333,0,2,1
dqcp1ydc,dqcp4qe4,1,2,0.5,0,1,1
dqcp473c,dqcp4m5p,1,2,0.5,0,1,1
dqcp1wg7,dqcp1ydc,1,2,0.5,0,1,1
dqcncx8c,dqcnfnd7,1,2,0.5,0,1,1
dqcn9xvx,dqcnc1m7,1,2,0.5,0,1,1
dqcn9xym,dqcnc86d,1,2,0.5,0,1,1
dqcnc29k,dqcnd3zv,1,3,0.3333333333333333,0,2,1
dqcnc5hk,dqcnfbhu,1,3,0.3333333333333333,0,2,1
dqcp4jxf,dqcp4q3e,1,3,0.3333333333333333,0,2,1
dqcne4gy,dqcp1ym5,1,2,0.5,0,1,1
dqcn7m93,dqcncv3h,1,2,0.5,0,1,1
dqcnfgqb,dqcng4fg,1,2,0.5,0,1,1
dqcne1qu,dqcp1vqh,1,2,0.5,0,1,1
dqcnc86d,dqcnceeu,1,2,0.5,0,1,1
dqcnft89,dqcp422y,1,2,0.5,0,1,1
dqcnf77r,dqcnfkng,1,2,0.5,0,1,1
dqcncum3,dqcncy07,1,2,0.5,0,1,1
dqcnc9je,dqcncvy0,1,2,0.5,0,1,1
dqcn7m99,dqcnc86d,1,2,0.5,0,1,1
dqcp4m5p,dqcp4mk9,1,2,0.5,0,1,1
dqcnc60t,dqcnc954,1,2,0.5,0,1,1
dqcn8zh5,dqcncf69,1,3,0.3333333333333333,0,1,2
dqcncd9q,dqcp4308,1,2,0.5,0,1,1
dqcncvv9,dqcp1vqh,1,2,0.5,0,1,1
dqcnctm3,dqcp42bz,1,2,0.5,0,1,1
dqcp1gmz,dqcp41er,1,3,0.3333333333333333,0,2,1
dqcnfw79,dqcng2bf,2,4,0.5,0,1,3
dqcncmz6,dqcncwjy,1,3,0.3333333333333333,0,2,1
dqcnc16p,dqcp1cqm,1,2,0.5,0,1,1
dqcp1z73,dqcp4p1r,1,2,0.5,0,1,1
dqcnbbup,dqcnct3e,2,3,0.6666666666666666,0,2,1
dqcnc6vt,dqcncsm5,1,3,0.3333333333333333,0,1,2
dqcncd9k,dqcnct3d,1,2,0.5,0,1,1
dqcncgje,dqcnczwn,1,2,0.5,0,1,1
dqcne4gy,dqcp47ch,2,4,0.5,0,1,3
dqcnc29k,dqcnceeu,2,3,0.6666666666666666,0,2,1
dqcnfkng,dqcnfqeh,1,2,0.5,0,1,1
dqcn8zk1,dqcnfbsb,1,2,0.5,0,1,1
dqcncf0r,dqcncf6e,1,2,0.5,0,1,1
dqcnfmm7,dqcng746,1,2,0.5,0,1,1
dqcn8zhj,dqcncgje,1,3,0.3333333333333333,0,2,1
dqcnct3e,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcnctb3,dqcngn5b,1,3,0.3333333333333333,0,1,2
dqcnf78y,dqcnfk5z,1,2,0.5,0,1,1
dqcp1ymn,dqcp4nhc,1,2,0.5,0,1,1
dqcncx6x,dqcp1bsz,1,2,0.5,0,1,1
dqcp1yv9,dqcp4jxf,2,3,0.6666666666666666,0,1,2
dqcncfne,dqcnf1dm,1,2,0.5,0,1,1
dqcnc7y0,dqcndk23,1,3,0.3333333333333333,0,1,2
dqcnc8eg,dqcnfbhu,1,2,0.5,0,1,1
dqcncf22,dqcncvhv,1,4,0.25,0,3,1
dqcp1zvd,dqcp4hvf,1,2,0.5,0,1,1
dqcnc5f6,dqcnc5hq,1,2,0.5,0,1,1
dqcn7m93,dqcncwqz,1,2,0.5,0,1,1
dqcncwjy,dqcncwqz,1,2,0.5,0,1,1
dqcnc36d,dqcncvhv,1,2,0.5,0,1,1
dqcnc29k,dqcnc5hk,1,4,0.25,0,2,2
dqcp1yek,dqcp4njf,1,3,0.3333333333333333,0,2,1
dqcnfe9s,dqcnfw7d,1,2,0.5,0,1,1
dqcp1ys8,dqcp1zbb,1,3,0.3333333333333333,0,1,2
dqcp4hjy,dqcp4jxf,2,3,0.6666666666666666,0,1,2
dqcp1w2z,dqcp609q,1,3,0.3333333333333333,0,2,1
dqcnfkw0,dqcp4m8p,1,2,0.5,0,1,1
dqcp1rx0,dqcp38qj,1,2,0.5,0,1,1
dqcnc22e,dqcnd3zv,1,2,0.5,0,1,1
dqcnc6mr,dqcnc6t2,2,3,0.6666666666666666,0,2,1
dqcnc90y,dqcncc20,1,4,0.25,0,2,2
dqcncdmb,dqcp4308,1,2,0.5,0,1,1
dqcnc77d,dqcnf4v1,1,2,0.5,0,1,1
dqcndtrj,dqcp4k3y,1,2,0.5,0,1,1
dqcp47ch,dqcp4m8p,2,4,0.5,0,3,1
dqcncd9q,dqcnce4u,1,2,0.5,0,1,1
dqcnc7mc,dqcnc90y,1,3,0.3333333333333333,0,1,2
dqcncesv,dqcncuc6,1,2,0.5,0,1,1
dqcnbbfn,dqcnc1m7,1,2,0.5,0,1,1
dqcncf69,dqcncv9e,1,3,0.3333333333333333,0,2,1
dqcnctex,dqcnf6ew,1,2,0.5,0,1,1
dqcng3b4,dqcng78d,1,2,0.5,0,1,1
dqcnc2x9,dqcnf54m,1,2,0.5,0,1,1
dqcnbbsg,dqcncx3t,1,2,0.5,0,1,1
dqcnfnyk,dqcp42bz,1,2,0.5,0,1,1
dqcnc78q,dqcncw8h,1,2,0.5,0,1,1
dqcndvdf,dqcnf1dn,1,2,0.5,0,1,1
dqcnbchv,dqcnc5hk,2,3,0.6666666666666666,0,1,2
dqcncgsj,dqcncsm5,1,3,0.3333333333333333,0,1,2
dqcnczg1,dqcp41gr,1,3,0.3333333333333333,0,1,2
dqcj6v1f,dqcnc60q,1,3,0.3333333333333333,0,1,2
dqcncv53,dqcnf1g9,1,3,0.3333333333333333,0,1,2
dqcnf6cf,dqcnf77r,1,2,0.5,0,1,1
dqcp1wg8,dqcp1ydc,1,3,0.3333333333333333,0,2,1
dqcnbfjy,dqcncsvg,1,2,0.5,0,1,1
dqcncefg,dqcncv3h,1,2,0.5,0,1,1
dqcncvhv,dqcncxvc,2,3,0.6666666666666666,0,1,2
dqcnc0y3,dqcnc6vt,1,2,0.5,0,1,1
dqcncv53,dqcnf4mq,1,2,0.5,0,1,1
dqcnfcrg,dqcng4uc,1,2,0.5,0,1,1
dqcngggb,dqcp1vqv,1,2,0.5,0,1,1
dqcp47ch,dqcp4njg,2,4,0.5,0,3,1
dqcp1zzd,dqcp4qe4,1,3,0.3333333333333333,0,2,1
dqcnfmyp,dqcnft5p,1,2,0.5,0,1,1
dqcp1cqm,dqcp4hjy,1,2,0.5,0,1,1
dqcncdq7,dqcncf22,1,5,0.2,0,2,3
dqcnc5hk,dqcnc778,1,3,0.3333333333333333,0,2,1
dqcn9xzg,dqcncesv,1,2,0.5,0,1,1
dqcp1gc5,dqcp1gqn,1,2,0.5,0,1,1
dqcng4sg,dqcng6wj,1,2,0.5,0,1,1
dqcngqhc,dqcngrp5,1,2,0.5,0,1,1
dqcn8zh5,dqcnc2w6,2,3,0.6666666666666666,0,1,2
dqcncgsj,dqcnctex,1,2,0.5,0,1,1
dqcp4jjg,dqcp4jn8,1,2,0.5,0,1,1
dqcncwjy,dqcnczy0,1,2,0.5,0,1,1
dqcncgje,dqcnf47s,1,2,0.5,0,1,1
dqcnc9vh,dqcncsvg,1,3,0.3333333333333333,0,2,1
dqcp1xgz,dqcp1zvd,1,2,0.5,0,1,1
dqcnc78x,dqcnfpuz,1,2,0.5,0,1,1
dqcncefu,dqcnct6t,1,2,0.5,0,1,1
dqcnc3fk,dqcncv9e,1,2,0.5,0,1,1
dqcncg1n,dqcncsjm,1,3,0.3333333333333333,0,1,2
dqcngfnt,dqcp4hru,1,2,0.5,0,1,1
dqcp1erh,dqcp1gmx,1,3,0.3333333333333333,0,1,2
dqcngn5b,dqcngqhc,2,3,0.6666666666666666,0,2,1
dqcnc5hk,dqcnc63u,1,3,0.3333333333333333,0,2,1
dqcncvv9,dqcp1yv9,1,2,0.5,0,1,1
dqcncvhv,dqcncx9f,1,3,0.3333333333333333,0,1,2
dqcncb2b,dqcncc0x,1,2,0.5,0,1,1
dqcp4jrz,dqcp4jxf,4,4,1.0,0,2,2
dqcp1cn6,dqcp1f3q,1,3,0.3333333333333333,0,1,2
dqcp4htm,dqcp4j1c,1,2,0.5,0,1,1
dqcn7m99,dqcnc1pu,1,2,0.5,0,1,1
dqcp1wg8,dqcp32jq,1,3,0.3333333333333333,0,2,1
dqcnemk3,dqcng23k,1,2,0.5,0,1,1
dqcnf1qx,dqcp4308,1,2,0.5,0,1,1
dqcng154,dqcng2kn,1,2,0.5,0,1,1
dqcnchjf,dqcncqmm,1,2,0.5,0,1,1
dqcp1gmz,dqcp4hru,1,3,0.3333333333333333,0,2,1
dqcn8zhj,dqcncfqr,1,3,0.3333333333333333,0,2,1
dqcncsm5,dqcnf1qx,1,3,0.3333333333333333,0,2,1
dqcp38p3,dqcp45kp,1,3,0.3333333333333333,0,2,1
dqcncucd,dqcnf457,1,3,0.3333333333333333,0,1,2
dqcncc20,dqcncvy1,2,4,0.5,0,2,2
dqcncvv9,dqcp4nhc,1,2,0.5,0,1,1
dqcnc60t,dqcnc6vt,1,2,0.5,0,1,1
dqcnc5kq,dqcncf22,1,4,0.25,0,1,3
dqcnbfjy,dqcnc63u,1,2,0.5,0,1,1
dqcnbbfn,dqcnfbhu,1,2,0.5,0,1,1
dqcn7m99,dqcnc4b3,1,2,0.5,0,1,1
dqcnfpuz,dqcp4308,1,2,0.5,0,1,1
dqcncfq5,dqcnfss0,2,4,0.5,0,1,3
dqcnc8ft,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcp1rx0,dqcp1x5h,1,2,0.5,0,1,1
dqcp1vtu,dqcp4jqh,1,2,0.5,0,1,1
dqcp4jy6,dqcp4nhc,1,2,0.5,0,1,1
dqcngjwh,dqcngqhc,1,3,0.3333333333333333,0,2,1
dqcp1rx1,dqcp3b1f,1,2,0.5,0,1,1
dqcncefg,dqcncteb,1,2,0.5,0,1,1
dqcncf69,dqcncv3h,2,3,0.6666666666666666,0,2,1
dqcncvvc,dqcng1pe,1,3,0.3333333333333333,0,1,2
dqcn9xvx,dqcnc86d,1,2,0.5,0,1,1
dqcp47ch,dqcp4q3e,1,4,0.25,0,3,1
dqcp1zzd,dqcp3bq1,2,3,0.6666666666666666,0,2,1
dqcnc51v,dqcnc6ex,1,2,0.5,0,1,1
dqcp4njg,dqcp4p1r,1,2,0.5,0,1,1
dqcp1gc5,dqcp4mk9,1,2,0.5,0,1,1
dqcng470,dqcngrp5,1,2,0.5,0,1,1
dqcnf7dh,dqcp428v,2,3,0.6666666666666666,0,1,2
dqcncjfc,dqcnct3d,1,2,0.5,0,1,1
dqcn8zhh,dqcp1yv9,1,3,0.3333333333333333,0,2,1
dqcnc1m7,dqcncywq,1,2,0.5,0,1,1
dqcncsbc,dqcnfss0,2,4,0.5,0,1,3
dqcng0g7,dqcng2bf,2,5,0.4,0,2,3
dqcnctxj,dqcp41g5,1,2,0.5,0,1,1
dqcnfpjj,dqcp412g,1,2,0.5,0,1,1
dqcncum3,dqcncum7,1,2,0.5,0,1,1
dqcng0x0,dqcng0x3,1,2,0.5,0,1,1
dqcncwqx,dqcncxvc,2,3,0.6666666666666666,0,1,2
dqcnc5hk,dqcnc6tb,1,4,0.25,0,2,2
dqcp407q,dqcp4k9b,1,2,0.5,0,1,1
dqcng0x3,dqcng2bf,1,4,0.25,0,1,3
dqcnc6tb,dqcncxvc,1,4,0.25,0,2,2
dqcngj60,dqcp40qh,1,3,0.3333333333333333,0,2,1
dqcp1zbb,dqcp4jxf,1,4,0.25,0,2,2
dqcncgvu,dqcnf6h2,2,3,0.6666666666666666,0,1,2
dqcncwq7,dqcnfkys,1,2,0.5,0,1,1
dqcncst8,dqcncw84,1,2,0.5,0,1,1
dqcncum1,dqcncxhh,1,2,0.5,0,1,1
dqcnem9f,dqcnfq6w,1,2,0.5,0,1,1
dqcnf73e,dqcnft8d,1,2,0.5,0,1,1
dqcn71f0,dqcp4j6g,1,2,0.5,0,1,1
dqcncqqv,dqcncs26,1,3,0.3333333333333333,0,1,2
dqcnf1g9,dqcnf6hj,1,3,0.3333333333333333,0,2,1
dqcncvhv,dqcnemb5,1,2,0.5,0,1,1
dqcp1xgz,dqcp1yek,1,3,0.3333333333333333,0,1,2
dqcnc2x9,dqcnc758,1,2,0.5,0,1,1
dqcncvvc,dqcnfedg,1,2,0.5,0,1,1
dqcnc4b3,dqcnc90y,1,3,0.3333333333333333,0,1,2
dqcnbbwp,dqcnbchm,1,2,0.5,0,1,1
dqcncep6,dqcnfkkm,1,2,0.5,0,1,1
dqcp5j8v,dqcp5pcs,1,2,0.5,0,1,1
dqcnc5r3,dqcnc758,1,2,0.5,0,1,1
dqcnfpuy,dqcp412g,1,2,0.5,0,1,1
dqcncd9q,dqcp434m,1,2,0.5,0,1,1
dqcn9xf0,dqcnf6ew,1,3,0.3333333333333333,0,2,1
dqcp4hv6,dqcp4k3y,1,2,0.5,0,1,1
dqcnc48z,dqcnctzd,1,2,0.5,0,1,1
dqcncwc5,dqcnfpuy,1,4,0.25,0,3,1
dqcncep4,dqcnf79h,1,2,0.5,0,1,1
dqcp1z8f,dqcp4j6g,1,2,0.5,0,1,1
dqcp4m4s,dqcp4ne6,1,2,0.5,0,1,1
dqcnc7mc,dqcnct3e,1,2,0.5,0,1,1
dqcnbfj5,dqcnc5hk,1,3,0.3333333333333333,0,1,2
dqcp1wft,dqcp1wwp,1,2,0.5,0,1,1
dqcncgqt,dqcng8js,1,2,0.5,0,1,1
dqcnbchm,dqcnc0gn,1,2,0.5,0,1,1
dqcp4jwn,dqcp4q3e,1,3,0.3333333333333333,0,2,1
dqcncb27,dqcncb2h,1,2,0.5,1,1,1
dqcnc5qj,dqcnc6uw,1,2,0.5,0,1,1
dqcncs26,dqcnf54m,1,3,0.3333333333333333,0,2,1
dqcp1wbz,dqcp1ydc,1,2,0.5,0,1,1
dqcnc9vh,dqcp4308,2,3,0.6666666666666666,0,2,1
dqcp1cqm,dqcp1gmz,1,3,0.3333333333333333,0,1,2
dqcn7m99,dqcnc69h,1,2,0.5,0,1,1
dqcnc78y,dqcnct39,1,2,0.5,0,1,1
dqcp1gsz,dqcp4jxf,1,3,0.3333333333333333,0,1,2
dqcnc78q,dqcncy6u,1,2,0.5,0,1,1
dqcncf58,dqcndk23,2,3,0.6666666666666666,0,1,2
dqcncc20,dqcncvy0,2,3,0.6666666666666666,0,2,1
dqcnennp,dqcng4dt,1,2,0.5,0,1,1
dqcnckwe,dqcncmv4,1,3,0.3333333333333333,0,1,2
dqcncf69,dqcncf6c,2,3,0.6666666666666666,0,2,1
dqcnc8ft,dqcndte4,1,2,0.5,0,1,1
dqcnc2w6,dqcncf6e,2,3,0.6666666666666666,0,2,1
dqcnc2w6,dqcnc8h1,2,3,0.6666666666666666,0,2,1
dqcp4htm,dqcp4njf,1,2,0.5,0,1,1
dqcnfuug,dqcng6j1,1,3,0.3333333333333333,0,2,1
dqcp1z1b,dqcp473c,1,2,0.5,0,1,1
dqcn9pzt,dqcp40cq,1,3,0.3333333333333333,0,1,2
dqcnf457,dqcnf511,1,3,0.3333333333333333,0,2,1
dqcp1vgf,dqcp3b1m,1,2,0.5,0,1,1
dqcnfmdf,dqcp38e8,1,2,0.5,0,1,1
dqcp4jrz,dqcp4kg7,1,3,0.3333333333333333,0,2,1
dqcp1gmx,dqcp4kbs,1,3,0.3333333333333333,0,2,1
dqcnc6vt,dqcndvdf,1,2,0.5,0,1,1
dqcnem9f,dqcnfq6s,1,3,0.3333333333333333,0,1,2
dqcnbchw,dqcnc22e,1,3,0.3333333333333333,0,2,1
dqcp1ys8,dqcp32j7,1,2,0.5,0,1,1
dqcnc3fk,dqcncf4c,1,2,0.5,0,1,1
dqcp1wg7,dqcp1zd0,1,2,0.5,0,1,1
dqcp4kbs,dqcp4kgd,2,3,0.6666666666666666,0,1,2
dqcn7m93,dqcp19wu,1,2,0.5,0,1,1
dqcng0f7,dqcng0rz,1,3,0.3333333333333333,0,2,1
dqcncvkb,dqcnemb5,1,2,0.5,0,1,1
dqcnbfj5,dqcncv69,1,3,0.3333333333333333,0,1,2
dqcnf5e4,dqcnf6h2,1,3,0.3333333333333333,0,1,2
dqcnfpuz,dqcnfss0,2,4,0.5,0,1,3
dqcp4jn8,dqcp4q65,1,3,0.3333333333333333,0,1,2
dqcncf0r,dqcncfjz,1,2,0.5,0,1,1
dqcnc5hk,dqcnf1dm,1,3,0.3333333333333333,0,2,1
dqcnc86d,dqcnc90y,1,3,0.3333333333333333,0,1,2
dqcp4hjy,dqcp4hv8,1,2,0.5,0,1,1
dqcne4gx,dqcnemk3,2,3,0.6666666666666666,0,2,1
dqcnbchv,dqcnc29k,1,3,0.3333333333333333,0,1,2
dqcp1yd8,dqcp4hvf,1,2,0.5,0,1,1
dqcp407q,dqcp4jqx,1,2,0.5,0,1,1
dqcncueg,dqcp1zzd,1,3,0.3333333333333333,0,1,2
dqcnc54d,dqcndv8j,1,2,0.5,0,1,1
dqcp4h0z,dqcp4hv8,1,2,0.5,0,1,1
dqcnc69h,dqcncvkb,1,2,0.5,0,1,1
dqcne0v8,dqcngqwm,1,2,0.5,0,1,1
dqcn9xf1,dqcnc954,1,2,0.5,0,1,1
dqcnfpnu,dqcp1bfj,1,2,0.5,0,1,1
dqcn9rcp,dqcnc5kq,1,2,0.5,0,1,1
dqcnfmdf,dqcp45kp,1,2,0.5,0,1,1
dqcng470,dqcngjgx,2,3,0.6666666666666666,0,1,2
dqcncf22,dqcncfjz,3,4,0.75,0,3,1
dqcnbchm,dqcnc6nb,1,2,0.5,0,1,1
dqcncst8,dqcp40cq,1,3,0.3333333333333333,0,1,2
dqcp1rx1,dqcp38qj,1,2,0.5,0,1,1
dqcnfc69,dqcng0fu,1,2,0.5,0,1,1
dqcp1cqm,dqcp1gc5,1,2,0.5,0,1,1
dqcp1w2z,dqcp1x5h,1,3,0.3333333333333333,0,2,1
dqcp1vgf,dqcp4hc5,1,2,0.5,0,1,1
dqcp4jwn,dqcp4m4s,2,3,0.6666666666666666,0,2,1
dqcne3nq,dqcnf1dq,1,2,0.5,0,1,1
dqcnc2w6,dqcnc78y,2,3,0.6666666666666666,0,2,1
dqcp1gxd,dqcp4n30,1,2,0.5,0,1,1
dqcp1gtj,dqcp47ch,3,4,0.75,0,1,3
dqcnc1pu,dqcncwfq,1,2,0.5,0,1,1
dqcnctex,dqcp41er,1,2,0.5,0,1,1
dqcncueg,dqcnfb0s,1,2,0.5,0,1,1
dqcnc6vt,dqcnf79h,1,2,0.5,0,1,1
dqcncgsj,dqcnfmdf,1,2,0.5,0,1,1
dqcp407q,dqcp4m5p,1,2,0.5,0,1,1
dqcp1hw4,dqcp1w2z,1,4,0.25,0,2,2
dqcp1v0b,dqcp1wwp,1,2,0.5,0,1,1
dqcncs0x,dqcnct7c,2,3,0.6666666666666666,0,2,1
dqcncvkb,dqcp1cn6,1,2,0.5,0,1,1
dqcp1zyu,dqcp1zyx,1,2,0.5,0,1,1
dqcn7m99,dqcnc1m7,1,2,0.5,0,1,1
dqcp1zd0,dqcp4m5p,1,2,0.5,0,1,1
dqcnc0gn,dqcnceeu,1,2,0.5,0,1,1
dqcp1wft,dqcp4htm,1,2,0.5,0,1,1
dqcnc5rf,dqcnc758,1,2,0.5,0,1,1
dqcp47k3,dqcp4kb6,1,2,0.5,0,1,1
dqcnfgqb,dqcnfuug,1,3,0.3333333333333333,0,1,2
dqcng06w,dqcng0tx,1,4,0.25,0,3,1
dqcn9xf0,dqcnf1dq,2,3,0.6666666666666666,0,2,1
dqcncfu4,dqcp42y2,1,2,0.5,0,1,1
dqcp1yv9,dqcp1z1c,1,2,0.5,0,1,1
dqcp32j7,dqcp4nfx,1,2,0.5,0,1,1
dqcp4j4v,dqcp4j6s,1,2,0.5,0,1,1
dqcnc48z,dqcnct3d,1,2,0.5,0,1,1
